ALL_Uniq,Name_USGSO,IslandArea,Population,Population_density,evi,wind_power,wind_std,offshore_wind_potential,gdp_2019,ec_2019,geothermal_potential,hydro_potential,mean_temperature,solar_power,solar_seas_ind,urban_area,urban_area_rel,res_area,ec_labels,cluster
87981,Ilha Caldeirão,81.8951122322,512,6.251899363032911,5159.164257521429,7.563028030448159,0.4925351236359888,0.0,13.031546592712402,2253190.75,0.0,2275845.0,27.523029963175475,4.158413410186768,1.4711757898330688,0.0,0.0,1.7791928500038423,S,1
87982,Ilha Grande de Gurupá,3644.20345767,8753,2.4018966288990957,5083.808185451225,5.492675855930128,0.5311521942380089,0.0,477.1787109375,82459984.0,45.0,158862491.0,27.522102230820508,4.194571971893311,1.4183255434036257,0.0,0.0,0.0,M,5
87983,Ilha Acarapereira,514.888231972,2387,4.635957576380979,4924.305196620433,8.681666079359246,0.5716774039148839,0.0,75.36167907714844,13030244.0,0.0,6506031.0,27.485528550618994,3.959927558898926,1.5015968084335327,0.0,0.0,2.863346868648167,S,1
87984,Ilha Porquinhos,60.936592768,639,10.486309965390154,4929.292698337425,11.150339492597894,0.4903265111862375,0.0,10.695703506469728,1849316.875,0.0,1257051.0,27.506532931660047,4.166640281677246,1.459999918937683,0.0,0.0,95.90691520207834,XS,1
87986,Ilha Maracujá,139.204107019,910,6.537163446447697,4934.412743674941,8.141001056218984,0.5036717781750983,0.0,23.1125545501709,3996225.25,0.0,2680557.0,27.56127945609029,4.093699455261231,1.4728307723999023,0.0,0.0,31.611850800031853,S,1
87987,Ilha Vieira,178.564444523,956,5.353809391078762,4900.081693212758,7.877198131076601,0.516943666182058,0.0,28.3989372253418,4910255.5,0.0,5319071.0,27.564736073135577,4.107669353485107,1.4813214540481567,0.0,0.0,13.157897882252382,S,1
87988,Ilha Rasa,33.5043693056,250,7.4617133580310195,4854.587146095373,12.504889751516355,0.502913377383482,0.0,6.146955966949463,1062825.875,0.0,1168582.0,27.506760279337584,4.08368444442749,1.493937611579895,0.0,0.0,62.5127886236975,XS,1
87989,Ilha Charapucu,1232.52629975,3905,3.1682893913031087,4979.659447229883,16.42947406029014,0.527781566740408,0.0,166.58251953125,28802582.0,0.0,21776424.0,27.4419051053078,3.933619499206543,1.512636423110962,0.0,0.0,2.293151697455614,M,1
88142,Samiruddin Char,31.9785416945,7707,241.0053614585411,3170.60110512161,31.8334485432466,0.6809825052097899,0.0,15.686683654785156,735680.3125,0.0,0.0,26.275548299153627,3.941564798355103,1.4989724159240725,0.0,0.0,16.3335246936369,XS,3
88154,Île de Bai Luoi,10.0134575877,6841,683.180603711062,1892.3430404721173,74.18175562080957,0.4692346180962027,4.961562726840419,294.35821533203125,41673620.0,0.0,0.0,27.979071299235045,4.2447829246521,1.3968850374221802,0.3343905589517106,3.337314193846837,75.00159320065515,M,0
88321,UNNAMED,15.6321260855,842,53.86343453185295,4661.999758276867,3.3017720462738858,0.606645289475354,0.0,53.52497482299805,9254619.0,0.0,0.0,27.79720433553058,4.341333389282227,1.288612723350525,0.0,0.0,98.7286834195998,S,3
88330,UNNAMED,22.0319524483,2179,98.90181113604088,5008.788195549491,3.165099427081559,0.6261991265953144,0.0,5.103486061096191,882407.0,0.0,210239.0,27.753243994850664,4.392666816711426,1.2960485219955444,0.0,0.0,22.0240682654237,XS,1
88335,UNNAMED,8.16742506631,887,108.6021595299119,4863.21080453204,3.623467411451291,0.6406714043991083,0.0,2.335843324661255,403873.90625,0.0,0.0,27.89905166625977,4.396714210510254,1.284770369529724,0.0,0.0,35.87373326467419,XS,3
88339,UNNAMED,5.984918632,585,97.74568978634696,4716.305993013747,4.331086312896149,0.6547591512184125,0.0,9.874768257141112,1707375.25,0.0,0.0,27.91514736197263,4.488187313079834,1.295645833015442,0.0,0.0,34.832006373651225,XS,3
88340,UNNAMED,35.6186949201,3118,87.53829995720815,5108.745172814026,3.8785093361541167,0.6528923755861111,0.0,7.034140586853027,1216222.625,0.0,441502.0,27.902811890599597,4.335000038146973,1.2825655937194824,0.0,0.0,29.67021248318537,XS,1
88341,UNNAMED,3.59487293471,312,86.79027205315371,4428.171160467323,3.979466541442896,0.6575949259569264,0.0,1.38544499874115,239547.328125,0.0,0.0,27.932096622838458,4.333181858062744,1.2901772260665894,0.0,0.0,98.40113493379016,XS,3
88342,UNNAMED,5.02047944324,384,76.48671891626809,4153.452162229423,3.979466541442896,0.6575949259569264,0.0,2.701479911804199,467093.46875,0.0,0.0,27.92547947679782,4.284200191497803,1.287605881690979,0.0,0.0,99.47743960522388,XS,3
88348,UNNAMED,3.29534992464,588,178.43325092834746,3721.142348954822,12.324964281182908,0.5942112658899623,0.0,1.475269436836243,255078.21875,0.0,0.0,27.93317095438641,4.383625030517578,1.301599383354187,0.0,0.0,45.33217098055526,XS,3
88350,UNNAMED,7.52645100165,599,79.58598280500108,4367.699104762615,6.315957359278908,0.6619696065277537,0.0,2.4903500080108643,430588.53125,0.0,0.0,27.93317095438641,4.256499767303467,1.2922496795654297,0.0,0.0,100.0,XS,3
88353,UNNAMED,9.64813109229,848,87.89266977079659,4330.365560491682,7.997458237188555,0.645557093368399,0.0,2.8275997638702397,488900.03125,0.0,0.0,27.93317095438641,4.327178478240967,1.295238733291626,0.0,0.0,100.0,XS,3
88357,UNNAMED,12.984612529,1333,102.65997518392334,4816.398457956185,8.663435422642582,0.6477154403845197,0.0,3.889739990234375,672547.0,0.0,239146.0,27.93317095438641,4.264613151550293,1.2862145900726318,0.0,0.0,99.7472189145308,XS,1
88362,UNNAMED,10.0889625126,1047,103.77677572816953,5196.136913047536,7.997458237188555,0.645557093368399,0.0,2.704660654067993,467643.5,0.0,0.0,27.93317095438641,4.507564544677734,1.3034611940383911,0.0,0.0,20.10823855929152,XS,3
88370,UNNAMED,7.67200814096,522,68.03955241041781,3934.1069484139903,9.451275451191288,0.6480856107242974,0.0,2.458782434463501,425130.4375,0.0,0.0,27.93317095438641,4.38942289352417,1.3016859292984009,0.0,0.0,34.058524161884726,XS,3
88377,UNNAMED,13.3134369574,703,52.80379531216782,4558.90735625149,12.83637281213766,0.5757339065521546,0.0,3.934051990509033,680208.625,0.0,0.0,27.771309427924336,4.526257514953613,1.312140941619873,0.0,0.0,25.530498349234403,XS,3
88385,UNNAMED,7.21204801334,901,124.92983939283764,4347.746541721583,13.092077077615036,0.5672089677961324,0.0,2.458782434463501,425130.4375,0.0,0.0,27.71114031473797,4.559899806976318,1.3152031898498535,0.0,0.0,5.947039054255137,XS,3
88410,UNNAMED,71.8797133602,648,9.015060991587085,5238.588944402272,4.390723119904488,0.5337295736576888,0.0,12.908607482910156,2231934.25,66.0,4418539.0,27.647856366784424,4.456958293914795,1.3674520254135132,0.0,0.0,38.38415329463892,S,1
88411,UNNAMED,23.1158817443,245,10.598773722331098,4890.2975477303735,4.698781888638684,0.5204323577865851,0.0,5.778138637542725,999056.25,0.0,1337651.0,27.631717332009828,4.413301944732666,1.3720455169677734,0.0,0.0,17.163023394550077,XS,1
88427,UNNAMED,8.86126917456,848,95.6973525231059,4874.438156303328,23.809737025826823,0.5550399718700735,0.0,2.335843324661255,403873.90625,0.0,0.0,27.40431531270343,4.361350059509277,1.3262085914611816,0.0,0.0,28.643393333228744,XS,3
88433,UNNAMED,161.946205199,1470,9.07708827257582,5359.844295769308,4.74532688031612,0.5127880897231301,0.0,26.18603134155273,4527638.0,0.0,2210136.0,27.63146544475381,4.400232791900635,1.3737095594406128,0.0,0.0,20.454914517656416,S,1
88440,UNNAMED,10.0139655629,763,76.1935913607275,4952.940346615698,8.94729729183327,0.5762805477939272,0.0,2.212904214859009,382617.375,0.0,0.0,27.463478724161803,4.624238014221191,1.352497696876526,0.0,0.0,50.21025271732489,XS,3
88447,UNNAMED,4.23869738556,274,64.64250100359551,4600.266456208403,8.94729729183327,0.5762805477939272,0.0,1.3523303270339966,233821.703125,0.0,70956.0,27.463478724161803,4.6016926765441895,1.3633400201797483,0.0,0.0,57.43374229269668,XS,1
88449,UNNAMED,10.7296677972,427,39.79619947892789,5327.646363822632,8.94729729183327,0.5762805477939272,0.0,2.704660654067993,467643.5,0.0,60443.0,27.463478724161803,4.648043632507324,1.3577332496643066,0.0,0.0,45.12951838484891,XS,1
88453,Marajo,11.1571558192,594,53.23937476769877,4911.761889535375,3.5344004452268325,0.662737786787296,0.0,2.704660654067993,467643.5,0.0,262800.0,27.55628776550293,4.490208148956299,1.3895015716552734,0.0,0.0,16.857748903223545,XS,1
88454,Marajo,46.6698383947,426,9.127951041895574,4973.943950760754,4.181282927205018,0.5026376888403524,0.0,8.728677749633789,1509212.625,0.0,102492.0,27.408443197479077,4.24352502822876,1.3833047151565552,0.0,0.0,23.53102161005456,XS,1
88455,UNNAMED,59.1580579661,676,11.42701473377263,5165.89197583714,3.6225146806434254,0.5656175708034806,0.0,10.449825286865234,1806803.875,55.0,2564047.0,27.394658002705228,4.268536567687988,1.375660061836243,0.0,0.0,3.2940095631774886,XS,1
88460,Marajo,16.9461249394,966,57.00418257592538,5102.463057218896,3.5053251115892747,0.6557711667470001,0.0,3.565234661102295,616439.0,0.0,57815.0,27.55628776550293,4.452028751373291,1.3973445892333984,0.0,0.0,11.31278303432758,XS,1
88464,Marajo,18.7939687617,368,19.58074979617625,4989.657394084732,3.266594242946528,0.5761601875177444,0.0,4.548747539520264,786491.125,0.0,113004.0,27.38297971089679,4.246931552886963,1.3684637546539309,0.0,0.0,22.868398770564248,XS,1
88467,Marajo,11.0206892289,200,18.14768530769672,5360.835639637799,3.192023115860375,0.5781330228921581,0.0,2.581721544265747,446386.96875,0.0,45551.0,27.38297971089679,4.234625339508057,1.3677152395248413,0.0,0.0,5.663348623750499,XS,1
88469,Marajo,7.07217827742,391,55.28706781167862,4786.731866076815,11.81655447575834,0.5955402836765364,0.0,1.475269436836243,255078.21875,0.0,55187.0,27.463478724161803,4.496889114379883,1.3920507431030271,0.0,0.0,53.96456123953427,XS,1
88470,Marajo,13.7246810848,669,48.744302025415614,5159.986905688153,11.81655447575834,0.5955402836765364,0.0,3.3193564414978027,573926.0,0.0,115632.0,27.463478724161803,4.52665376663208,1.3898831605911257,0.0,0.0,44.19808229057499,XS,1
88474,Marajo,7.55955892947,429,56.74934265378855,4748.9524673519445,7.1385507479911015,0.6186234006034887,0.0,2.335843324661255,403873.90625,0.0,793655.0,27.463478724161803,4.459476470947266,1.3985564708709717,0.0,0.0,81.09328364816591,XS,1
88476,Marajo,54.2276554368,2391,44.09189334741952,5136.680668791747,5.298706888655629,0.6341217609275354,0.0,9.712190628051758,1679264.75,0.0,750731.0,27.463478724161803,4.425516605377197,1.401004195213318,0.0,0.0,1.0307879148487025,XS,1
88480,Marajo,12.4733718102,596,47.7817874003103,4795.755244071265,11.063023451092445,0.59814501492616,0.0,2.9505391120910645,510156.46875,0.0,17520.0,27.463478724161803,4.4066667556762695,1.4067344665527344,0.0,0.0,54.6104244155191,XS,1
88485,Marajo,47.8064943349,603,12.61334905203024,5336.828173313868,3.083719240364899,0.5842253756377418,0.0,8.605738639831543,1487956.125,0.0,756860.0,27.38297971089679,4.23903751373291,1.3724886178970337,0.0,0.0,87.78036246875517,XS,1
88487,Marajo,7.74726334237,219,28.268046447096083,5021.856566540293,6.1806284192442735,0.6343165608022877,0.0,2.335843324661255,403873.90625,0.0,0.0,27.463478724161803,4.357166767120361,1.4158828258514404,0.0,0.0,61.39636211685213,XS,3
88490,Marajo,18.4399371962,1427,77.3863807027536,3440.792747432197,4.303229244689489,0.5872396867003288,0.0,9.34337329864502,1615495.25,0.0,20085803.0,27.5292221653296,4.285839080810547,1.4009417295455933,0.0,0.0,93.17509102258008,XS,1
88502,Marajo,6.65405521925,1484,223.02189433397373,4207.998688663282,3.058631039605045,0.6822805213057301,0.0,6.3061370849609375,1090348.875,0.0,0.0,27.463204760000565,4.193936824798584,1.3959022760391235,0.0,0.0,43.77528360447436,XS,3
88504,Marajo,10.1278797161,325,32.089638612448844,4666.00105608369,10.627380991197036,0.6164160719300099,0.0,2.458782434463501,425130.4375,0.0,0.0,27.38605690002441,4.307680130004883,1.3825806379318235,0.0,0.0,34.73640628651545,XS,3
88505,Marajo,14.3318054965,411,28.67747543045928,3946.833254456541,3.329543495573829,0.54517048577754,0.0,9.466312408447266,1636751.75,0.0,0.0,27.41695105747277,4.168989658355713,1.3745638132095337,0.0,0.0,8.800427156674177,XS,3
88506,Marajo,9.31381797722,216,23.19134865296905,4523.956755655925,23.780812171638747,0.5483600855594323,0.0,15.393060684204102,2661503.25,0.0,0.0,27.5388348897298,4.503350257873535,1.3958505392074585,0.0,0.0,61.091933036015945,S,3
88509,Amazon Delta,10.2651609121,348,33.90107597726958,4140.714059372916,5.020836224542276,0.5204931192011395,0.0,9.712190628051758,1679264.75,0.0,110376.0,27.560562759272216,4.240756034851074,1.3995972871780396,0.0,0.0,12.619262511709543,XS,1
88515,Marajo,19.9071868664,426,21.39930683621686,4081.7168513616552,6.837732057998864,0.6554141096452767,0.0,18.56380844116211,3209734.0,0.0,485302.0,27.368872570371764,4.233518123626709,1.3771049976348877,0.0,0.0,0.0,S,1
88521,Marajo,33.0791973255,409,12.364266157229617,5043.476727721705,5.429281674929617,0.5926177918320497,0.0,6.761651515960693,1169108.375,0.0,996011.0,27.41435496012372,4.179754257202148,1.4258121252059937,0.0,0.0,11.018866249108145,XS,1
88529,Marajo,14.4068449822,283,19.643440347255297,4657.437067800136,5.218977594846898,0.5821721978061898,0.0,3.1964173316955566,552669.5,0.0,6499919.0,27.41435496012372,4.188935279846191,1.4369806051254272,0.0,0.0,97.61835435691044,XS,1
88533,Marajo,28.1441956983,243,8.63410710346496,4793.005681059572,4.772934266096972,0.5889936250129152,0.0,6.638712406158447,1147851.875,0.0,140160.0,27.407869666664,4.235712051391602,1.4385216236114502,0.0,0.0,26.820837660505752,XS,1
88534,Amazon Delta,27.0745334072,206,7.608626043587436,4799.370206244192,4.375019372010347,0.5238048037259989,0.0,5.040503978729248,871517.25,0.0,456395.0,27.482378005981445,4.173688888549805,1.434573531150818,0.0,0.0,27.698751304364784,XS,1
88546,Marajo,10.0086041113,15911,1589.7321767414126,4579.045317220549,4.24540767026279,0.597717840537457,0.0,17.07809829711914,2952851.0,0.0,9248808.0,27.20697449939513,4.050756931304932,1.4412474632263184,0.6148874347605873,5.723533281903694,21.988256917266423,S,1
88550,Amazon Delta,87.0024294753,395,4.540103102662673,4889.666053239844,4.966232814925128,0.5396536638064141,0.0,14.015059471130373,2423243.0,0.0,761240.0,27.431545893351256,4.176504135131836,1.4639965295791626,0.0,0.0,12.670757722514784,S,1
88551,Marajo,198.449421334,1368,6.893444137071026,4760.527298288582,4.910272066990643,0.5614162929502249,0.0,30.98065948486328,5356642.5,0.0,6292287.0,27.414044436669087,4.1167893409729,1.456062912940979,0.0,0.0,5.733072286314714,S,1
88553,Marajo,141.74957258,938,6.617303903830932,4875.002824039879,5.580646892341426,0.5606940786482939,0.0,22.743736267089844,3932455.5,0.0,11774306.0,27.39647483825684,4.066671371459961,1.473130226135254,0.0,0.0,14.91644565993012,S,1
88554,Marajo,297.587274004,898,3.0176021572344847,4972.903474254928,5.048780934470263,0.5649957618398002,0.0,44.01220703125,7609833.0,0.0,9414350.0,27.37592160840694,4.085952281951904,1.458912014961243,0.0,0.0,0.4562390631594115,S,1
88556,Amazon Delta,23.4034507359,242,10.340355477099846,4621.642411200873,5.440755951331715,0.5190350921218709,0.0,4.794625759124756,829004.125,0.0,584291.0,27.44161866119549,4.159564971923828,1.4571402072906494,0.0,0.0,99.98568528435828,XS,1
88560,Amazon Delta,159.450815728,1027,6.440857610612123,4849.139452710697,5.2670174973037405,0.5253769181538016,0.0,24.833702087402344,4293816.5,0.0,1130037.0,27.434215111910877,4.164356231689453,1.4662545919418335,0.0,0.0,66.58586592964285,S,1
88562,Marajo,59.6786603698,219,3.669653417871014,4760.740178369837,6.905826752374617,0.5795571091969499,0.0,10.081007957458496,1743034.375,0.0,2892548.0,27.424725326258965,4.044795989990234,1.4842522144317627,0.0,0.0,29.55071576517995,XS,1
88565,Marajo,65.8639006859,452,6.862636365185142,4855.519738867227,6.183112864228479,0.5441671826044786,0.0,10.818642616271973,1870573.5,0.0,671888.0,27.457848008122426,4.043534755706787,1.471269607543945,0.0,0.0,16.07300836791503,XS,1
88566,Marajo,49.3924661405,347,7.025362916946413,4842.692778804542,6.216564616226905,0.551999190343389,0.0,9.34337329864502,1615495.25,0.0,2360817.0,27.436681324257734,4.050470352172852,1.4825364351272583,0.0,0.0,75.16294310063326,XS,1
88576,Marajo,743.718678406,1846,2.482121336466232,4954.47182792869,5.9800932257850405,0.5954547844994469,0.0,101.670654296875,17579140.0,0.0,55999135.0,27.35369975144323,4.034567356109619,1.471029281616211,0.0,0.0,13.197839727155396,M,1
88580,Amazon Delta,50.8352992356,383,7.534134858240095,4808.421756429562,7.127897514688591,0.5209396823230817,0.0,9.466312408447266,1636751.75,0.0,211115.0,27.37971814473468,4.13780689239502,1.4389022588729858,0.0,0.0,95.4764382382281,XS,1
88582,Amazon Delta,29.4218508038,291,9.890608240132048,5028.335198779485,8.479352868683497,0.4896657117492861,0.0,5.409321308135986,935286.75,0.0,735838.0,27.523029963175475,4.168632507324219,1.4597126245498655,0.0,0.0,75.93481767837584,XS,1
88587,Amazon Delta,261.541660817,1952,7.463438114992354,5222.924353465785,8.34870169482347,0.5026121963810818,0.0,38.11112976074219,6589520.0,0.0,7513443.0,27.459445851934102,4.185537338256836,1.457457184791565,0.0,0.0,17.032827759128676,S,1
88588,Amazon Delta,30.1768249944,288,9.543747563020464,4966.095337683999,10.328389370864056,0.4892803300366619,0.0,5.901077747344971,1020312.875,0.0,265427.0,27.523029963175475,4.184192180633545,1.475175142288208,0.0,0.0,25.939742189705445,XS,1
88591,Amazon Delta,49.0318410868,315,6.42439673930176,4845.217865383015,7.330334167179098,0.502086026728787,0.0,8.851616859436035,1530469.25,0.0,3556557.0,27.531732812610528,4.093350410461426,1.470384955406189,0.0,0.0,16.347536924867438,XS,1
88602,Amazon Delta,21.5258432555,253,11.75331423707904,5318.063002448647,16.802458126234143,0.5229298609289547,0.0,4.302869319915772,743978.125,0.0,300467.0,27.436151859561107,4.218205451965332,1.4659279584884644,0.0,0.0,9.39878704787313,XS,1
88605,Amazon Delta,18.2257378774,4828,264.90011172533883,4754.310014606351,17.716878073169607,0.5374246262438597,0.0,5.040524482727051,763336.125,0.0,347771.0,27.14075024922687,4.0836567878723145,1.5332788228988647,0.4258071783392469,2.3475465992069977,36.05350230226396,XS,1
88614,Amazon Delta,35.1043242133,7138,203.336772889524,5106.569472059608,17.509148213747782,0.5133638604710692,0.0,8.501044273376465,1469854.5,0.0,854974.0,27.14075024922687,4.189561367034912,1.5445172786712646,0.0442773446654939,0.1264498713466037,74.63416634961517,XS,1
88655,UNNAMED,6.19312168068,396,63.94190529718762,2743.2546852256182,16.126712615287982,0.5264116818763154,0.0,2.345959424972534,233709.921875,0.0,105120.0,26.0317440032959,3.4832775592803955,1.2534518241882324,0.0,0.0,88.0748366430204,XS,1
88659,Patia Delta,15.4560526854,256,16.563090538751926,3727.5776600667914,22.88988879163489,0.5765904192441633,0.0,4.545296669006348,452813.0,0.0,201480.0,26.23499956000478,3.4767839908599854,1.269463062286377,0.0,0.0,52.59151756365552,XS,1
88665,UNNAMED,13.9361403101,270,19.37408737226345,3121.59891093916,34.076103204180164,0.5386355986091237,0.0,4.25205135345459,423599.25,0.0,0.0,26.105597179045617,3.553129196166992,1.2463669776916504,0.0,0.0,75.21936047235023,XS,3
88906,UNNAMED,63.4906297797,1082,17.04188482228523,2704.0761148249785,6.655606261757175,0.5116897601806658,0.0,12.370179176330566,1164809.375,0.0,298712.0,26.51551693247484,3.5752642154693604,1.416028380393982,0.0,0.0,69.94951899983788,XS,1
88909,UNNAMED,6.84788390661,396,57.828083156864906,2223.1892247768064,9.09578129225983,0.5153269588864008,0.0,3.73521900177002,356361.5,0.0,0.0,26.500060399373357,3.5433528423309326,1.4116520881652832,0.0,0.0,27.00094425276665,XS,3
88923,UNNAMED,45.7692993485,1129,24.66718993016442,2587.8732016235717,6.2416119980357125,0.5194079350890931,0.0,8.727579116821289,832661.625,0.0,1401592.0,26.500060399373357,3.4964606761932373,1.4593862295150757,0.0,0.0,32.483801803157256,XS,1
88942,UNNAMED,23.288172486,824,35.38276781895869,1898.5527201842988,5.469182082883597,0.4629337049989602,0.0,1162.0321044921875,31188748.0,144.00000000000006,36790.0,27.107718864837807,3.542318820953369,1.361890196800232,0.0,0.0,88.43059826107267,M,5
89035,Mata-Mata,49.6955419519,486,9.77954924951611,3063.1665383105305,12.318532232184731,0.5468152790120884,0.0,0.3471257090568542,969063.4375,0.0,0.0,27.613646189371764,4.563273906707764,1.2353475093841553,0.0,0.0,74.17531712935548,XS,3
89036,Orinoco Delta,12.0271218215,373,31.01323870630589,5068.796034857024,48.36655447977613,0.5138317987027886,0.0,0.1153160333633422,321925.40625,0.0,190090.0,26.53764915466309,4.320187568664551,1.2827047109603882,0.0,0.0,14.82602274705794,XS,1
89038,Orinoco Delta,54.9920168324,450,8.183005932869708,5002.76020241092,22.277777688642843,0.5250881714256057,0.0,0.3583035171031952,1000268.0,0.0,344264.0,26.53764915466309,4.291103839874268,1.2757703065872192,0.0,0.0,4.183210248323258,XS,1
89040,Orinoco Delta,20.6880877994,741,35.81771341967577,4708.469028325304,55.9422678583409,0.5002679796878702,0.0,0.1770924776792526,494385.4375,0.0,0.0,26.53036557642133,4.290659427642822,1.2785356044769287,0.0,0.0,79.68703622632539,XS,3
89041,Orinoco Delta,8.10175046847,615,75.90952133041215,4539.441789294095,24.709505498694902,0.5200814075073595,0.0,0.2594611048698425,724331.9375,0.0,0.0,26.53004959506285,4.263579845428467,1.2683151960372925,0.0,0.0,28.51854490652584,XS,3
89071,Orinoco Delta,44.8811920037,270,6.015883000115978,5290.101059098397,244.43857645096284,0.3845218066783964,0.0,0.1400266140699386,379412.0625,0.0,196223.0,26.705174763997377,4.511052131652832,1.233546495437622,0.0,0.0,24.277993816550996,XS,1
89505,Moose Factory,4.86438707174,2491,512.0891827197798,1754.9045831830178,19.79032762788897,0.213380192411275,0.0136844024541846,52.33906173706055,20837792.0,0.0,0.0,-0.203643798828125,3.611952543258667,3.106608629226685,0.0,0.0,47.84656849065493,M,0
